XCoord,YCoord,FID,ID,UNIQUEID,ADDRESS,SUFFIX,STREET,ONSTR,FROMSTR,TOSTR,SIDE,SITE,SPP,DBH,CULTIVAR,CONDITION,INSPECT,MT,MT2,TTYPE,MEMTREE,DISEASEDEF,STRUTDEFEC,LOCTYPE,SITECAT,HOOD,LOCATION,JURISDIC,TSIP,GRATESZ,GUARDSZ,INV_DATE,INV_TIME,INSPECT_DT,INSPECT_TM,NOTES,ACTIVE,COMMONNAME
3072275.48460000,1243399.69350000,587,85425.000000,CC 20150702140200,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,67,Salix fragilis,12.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:01:53, ,1.000000,Crack Willow
3072270.20460000,1243395.63200000,588,85426.000000,CC 20150702140355,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,68,Salix fragilis,12.000000, ,Dead,N,Remove,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:03:48, ,1.000000,Crack Willow
3072262.08150000,1243380.19810000,589,85427.000000,CC 20150702140522,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,69,Ulmus pumila,10.000000, ,Fair,N,Safety Prune,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:05:16, ,1.000000,Siberian Elm
3059330.72190000,1263860.66470000,590,38244.000000,JS 20141118153341,1001,X,CHERRY AV,CHERRY AV,7TH ST,10TH ST,N/A,262,Pinus edulis,3.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Pinon Pine
3081892.12880000,1274136.11090000,591,84903.000000,AC 20150601080233,6301, ,63RD ST,63RD ST,CITY LIMITS,DIAGONAL HY,N/A,78,Populus sargentii,10.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Coot Lake,Unassigned,N,Unassigned,Unassigned,2015-06-01 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3072228.37080000,1243356.23510000,592,85429.000000,CC 20150702140923,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,71,Populus sargentii,13.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,N/A,deadwood,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:09:16, ,1.000000,Plains Cottonwood
3072199.53400000,1243336.33360000,593,85431.000000,CC 20150702141129,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,73,Populus sargentii,13.000000, ,Fair,N,Safety Prune,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:11:22, ,1.000000,Plains Cottonwood
3072163.38630000,1243317.65060000,594,85433.000000,CC 20150702141413,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,75,Populus sargentii,12.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:14:06,dbh est,1.000000,Plains Cottonwood
3071987.11590000,1243280.69060000,595,85436.000000,CC 20150702142007,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,78,Salix fragilis,12.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:20:01, ,1.000000,Crack Willow
3071881.92230000,1243176.30930000,596,85441.000000,CC 20150702142529,4292,X,EVANS DR,EVANS DR,MOHAWK DR,GILPIN DR,N/A,83,Populus sargentii,14.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,excessive end weight,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:25:22, ,1.000000,Plains Cottonwood
3071645.46330000,1243096.31320000,597,85443.000000,CC 20150702144707,3951, ,BASELINE RD,BASELINE RD,GILPIN DR,38TH ST,N/A,2,Salix fragilis,20.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:47:00,2 stems,1.000000,Crack Willow
3071600.94390000,1243139.02280000,598,85447.000000,CC 20150702145241,3951, ,BASELINE RD,BASELINE RD,GILPIN DR,38TH ST,N/A,6,Populus x acuminata,15.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Natural Area,Natural Area,N/A,Park East Park,Unassigned,N,Unassigned,Unassigned,2015-07-02 00:00:00, ,2015-07-02 00:00:00,14:57:38, ,1.000000,Lanceleaf Cottonwood
3066424.83810000,1235192.72250000,599,41966.000000,JS 20141204160921,1095, ,LEHIGH ST,LEHIGH ST,TABLE MESA DR,BEAR MOUNTAIN DR,N/A,88,Populus species,36.000000, ,Poor,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,dead leaders,Park,Natural Area,Park,Bear Creek Park,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46,estimated,1.000000,Native Cottonwood
3081536.95530000,1270934.62000000,600,85461.000000,CC 20150715131413,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,7,Crataegus ambigua,2.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,signs of stress,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18, ,1.000000,Russian Hawthorn
3081572.50550000,1270923.28890000,601,85464.000000,CC 20150715131925,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,10,Prunus cerasifera,4.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18,2 stems,1.000000,Flowering Plum
3081602.26030000,1270903.39470000,602,85465.000000,CC 20150715132043,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,11,Prunus cerasifera,7.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18, ,1.000000,Flowering Plum
3081625.26840000,1270884.53840000,603,85467.000000,CC 20150715132302,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,13,Picea pungens,3.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,N/A,basal wound,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18,poor structure,1.000000,Blue Spruce
3081784.50600000,1270649.09730000,604,85470.000000,CC 20150715133123,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,16,Pinus ponderosa,8.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,basal wound,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18, ,1.000000,Ponderosa Pine
3066881.80510000,1250160.48180000,605,36465.000000,CC 20141120144322,2596, ,WALNUT ST,WALNUT ST,FOLSOM ST,26TH ST,N/A,24,Populus angustifolia,18.000000, ,Good,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Sinton Park,Unassigned,N,Unassigned,Unassigned,2014-11-20 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Narrowleaf Cottonwood
3081451.02300000,1270549.47010000,606,85473.000000,CC 20150715134006,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,19,Prunus persica,3.000000, ,Poor,N,Safety Prune,Priority 3,N/A,No,crown dieback,deadwood,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18, ,1.000000,Peach
3081450.11080000,1271077.89170000,607,85474.000000,CC 20150715135058,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,20,Populus sargentii,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18, ,1.000000,Plains Cottonwood
3081931.44170000,1274360.22370000,608,84806.000000,AC 20150528153159,6301, ,63RD ST,63RD ST,CITY LIMITS,DIAGONAL HY,N/A,2,Celtis occidentalis,3.000000, ,Very Poor,N,Remove,Priority 3,Deciduous,No,crown dieback,N/A,Park,Shrub /Mulch bed,Park,Coot Lake,Unassigned,N,Unassigned,Unassigned,2015-05-28 00:00:00, ,2015-07-10 00:00:00,11:30:46,area 2 add: coot lake,1.000000,Northern Hackberry
3081456.31860000,1271078.10580000,609,85475.000000,CC 20150715135257,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,21,Populus sargentii,9.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,Co-dominants,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18,5 stems, avg dbh,1.000000,Plains Cottonwood
3081660.74660000,1271096.83610000,610,85476.000000,CC 20150715135513,5605, ,63RD ST,63RD ST,MONARCH RD,DIAGONAL HY,N/A,22,Prunus cerasifera,3.000000, ,Good,N,Safety Prune,Routine,N/A,No,N/A,dead trunk tissue,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - Diagonal,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:21:18,4 stems,1.000000,Flowering Plum
3088833.14560000,1260716.47120000,611,85479.000000,CC 20150715150227,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,2,Populus x acuminata,20.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,signs of stress,deadwood,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Lanceleaf Cottonwood
3081912.03980000,1274445.10720000,612,84809.000000,AC 20150528153613,6301, ,63RD ST,63RD ST,CITY LIMITS,DIAGONAL HY,N/A,5,Populus deltoides,15.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Coot Lake,Unassigned,N,Unassigned,Unassigned,2015-05-28 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Eastern Cottonwood
3088818.66980000,1260684.80530000,613,85481.000000,CC 20150715150629,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,4,Pinus ponderosa,6.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Ponderosa Pine
3088832.69320000,1260589.35510000,614,85484.000000,CC 20150715151534,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,7,Acer x freemanii,4.000000, ,Fair,N,Safety Prune,Routine,N/A,No,crown dieback,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Freeman Maple
3088818.21740000,1260568.99850000,615,85485.000000,CC 20150715152020,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,8,Acer x freemanii,3.000000, ,Very Poor,N,Remove,Priority 3,N/A,No,crown dieback,dead leaders,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Freeman Maple
3088805.09860000,1260543.66570000,616,85486.000000,CC 20150715152116,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,9,Picea pungens,2.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3088769.77430000,1260735.71700000,617,85489.000000,CC 20150715152809,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,12,Pinus edulis,6.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,thin canopy,cavity / decay,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,3 stems,1.000000,Pinon Pine
3088755.93880000,1260755.35440000,618,85491.000000,CC 20150715153703,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,14,Pinus edulis,11.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,signs of stress,trunk wounds,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Pinon Pine
3082298.81830000,1274534.45940000,619,39437.000000,NR 20141114121435,6300,X,N 63RD ST,N 63RD ST,DIAGONAL HY,CITY LIMITS,N/A,177,Quercus macrocarpa,4.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Tom Watson Park,Unassigned,N,Unassigned,Unassigned,2014-11-14 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Bur Oak
3088717.77970000,1260653.81970000,620,85494.000000,CC 20150715154114,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,17,Fraxinus americana,4.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,White Ash
3088679.39730000,1260629.71920000,621,85495.000000,CC 20150715154526,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,18,Acer platanoides,3.000000, ,Good,N,Remove Stakes,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Norway Maple
3088647.70950000,1260686.40010000,622,85499.000000,CC 20150715155110,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,22,Acer ginnala,4.000000, ,Poor,N,Remove,Priority 3,N/A,No,signs of stress,dead trunk tissue,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Amur Maple
3088601.74000000,1260733.70860000,623,85501.000000,CC 20150715155609,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,24,Picea pungens,17.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3081927.80390000,1274577.88930000,624,84817.000000,AC 20150529142412,6301, ,63RD ST,63RD ST,CITY LIMITS,DIAGONAL HY,N/A,13,Celtis occidentalis,3.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Coot Lake,Unassigned,N,Unassigned,Unassigned,2015-05-29 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Northern Hackberry
3077776.37290000,1240152.63130000,625,40487.000000,AC 20141204125744,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,269,Abies concolor,3.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Fir
3069619.43810000,1230310.90020000,626,42374.000000,NR 20141206141439,3299, ,REDSTONE RD,REDSTONE RD,LEHIGH ST,REDSTONE RD,N/A,66,Populus species,14.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Shanahan Ridge Park,Unassigned,N,Unassigned,Unassigned,2014-12-06 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3060457.28040000,1247999.23180000,627,63900.000000,NR 20150218161102,1777,X,9TH ST,9TH ST,CANYON BV,ARAPAHOE  AV,N/A,151,Rhamnus cathartica,4.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Civic Area - Kids Fishing Ponds,Unassigned,N,Unassigned,Unassigned,2015-02-18 00:00:00, ,2015-07-10 00:00:00,11:30:46,11 stems in this area,1.000000,Common Buckthorn
3088601.74000000,1260770.30570000,628,85506.000000,CC 20150715160249,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,29,Picea pungens,15.000000, ,Good,N,Treat Pest,Routine,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3059580.15030000,1253490.70220000,629,36685.000000,CC 20141124095818,2801,X,9TH ST,9TH ST,DELLWOOD AV,ALPINE AV,N/A,35,Gleditsia triacanthos,27.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,dead trunk tissue,Park,Turf,Park,North Boulder Park,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3088543.49380000,1260731.22430000,630,85509.000000,CC 20150715163550,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,32,Picea pungens,13.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3088531.41310000,1260771.23190000,631,85510.000000,CC 20150715163724,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,33,Fraxinus pennsylvanica,17.000000, ,Good,N,Safety Prune,Priority 2,N/A,No,other - see notes,other - see notes,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,branch in failure; adelgid leaf curl,1.000000,Green Ash
3088521.37200000,1260817.67210000,632,85512.000000,CC 20150715164116,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,35,Picea pungens,8.000000, ,Fair,N,Treat Pest,Routine,N/A,No,needle necrosis,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,cooley adelgid,1.000000,Blue Spruce
3088533.92340000,1260823.00650000,633,85513.000000,CC 20150715164253,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,36,Malus sylvestris,11.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Flowering Crabapple
3088508.19300000,1260832.10620000,634,85514.000000,CC 20150715164402,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,37,Fraxinus pennsylvanica,15.000000, ,Good,N,Safety Prune,Priority 3,N/A,No,other - see notes,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,ash leaf curl aphid,1.000000,Green Ash
3088509.13440000,1260869.76040000,635,85516.000000,CC 20150715165031,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,39,Fraxinus pennsylvanica,16.000000, ,Good,N,Safety Prune,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3088442.14130000,1260859.56240000,636,85518.000000,CC 20150715165634,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,41,Fraxinus velutina 'Modesto',12.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Modesto Velvet Ash
3088382.20830000,1260873.05520000,637,85519.000000,CC 20150715171258,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,42,Crataegus crus-galli,3.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,foliage disorder,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,4 stems; leaf blotch,1.000000,Cockspur hawthorn
3088381.26700000,1260845.12830000,638,85520.000000,CC 20150715171633,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,43,Fraxinus pennsylvanica,13.000000, ,Good,N,Safety Prune,Routine,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3058959.08710000,1249154.24260000,639,36953.000000,CC 20141125125935,510, ,MOUNTAIN VIEW RD,MOUNTAIN VIEW RD,5TH ST,SPRUCE ST,N/A,6,Fraxinus pennsylvanica,6.000000, ,Dead,N,Remove,Priority 2,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Campbell Robertson Park,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3088326.98220000,1260826.61500000,640,85524.000000,CC 20150715172345,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,47,Fraxinus pennsylvanica,7.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Green Ash
3088254.18400000,1260804.65000000,641,85529.000000,CC 20150715173219,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,52,Fraxinus pennsylvanica,17.000000, ,Fair,Y,Safety Prune,Priority 3,N/A,No,other - see notes,Large Limbs/scaffold defect,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,galleries; boring insect,1.000000,Green Ash
3088280.85580000,1260764.79930000,642,85531.000000,CC 20150715173801,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,54,Acer x freemanii,2.000000, ,Good,N,Remove Stakes,Priority 3,N/A,No,N/A,N/A,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Freeman Maple
3088301.87940000,1260749.42390000,643,85533.000000,CC 20150715174043,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,56,Populus tremuloides,2.000000, ,Fair,N,Safety Prune,Routine,N/A,No,thin canopy,trunk wounds,Rock bed,Rock bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Quaking Aspen
3088290.41670000,1260733.42350000,644,85534.000000,CC 20150715174242,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,57,Malus sylvestris,5.000000, ,Fair,N,No Specific Maintenance Need,Routine,N/A,No,signs of stress,N/A,Shrub /Mulch bed,Shrub /Mulch bed,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40,dbh est,1.000000,Flowering Crabapple
3088175.97480000,1260793.96250000,645,85537.000000,CC 20150715174834,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,60,Aesculus glabra,18.000000, ,Good,N,No Specific Maintenance Need,Routine,N/A,No,N/A,Co-dominants,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Ohio Buckeye
3088159.72270000,1260776.35610000,646,85538.000000,CC 20150715175226,4049, ,75TH ST,75TH ST,JAY RD,VALMONT RD,N/A,61,Aesculus glabra,12.000000, ,Fair,N,Safety Prune,Priority 3,N/A,No,N/A,dead trunk tissue,Turf,Turf,N/A,Wastewater Treatment Plant - 75th,Unassigned,N,Unassigned,Unassigned,2015-07-15 00:00:00, ,2015-07-17 00:00:00,13:20:40, ,1.000000,Ohio Buckeye
